  -1.1947673982002591e-01   2.3872604887519053e-01  -2.3804418950799000e-01   2.3690919949651240e-01  -2.3532323935875407e-01   2.3328932805997757e-01  -2.3081133726594086e-01   2.2789398397296354e-01  -2.2454282152885055e-01   2.2076422906178120e-01  -2.1656539933727637e-01   2.1195432506636019e-01  -2.0693978369098356e-01   2.0153132067566260e-01  -1.9573923133714388e-01   1.8957454124668457e-01  -1.8304898524224872e-01   1.7617498509057819e-01  -1.6896562584165353e-01   1.6143463092056154e-01  -1.5359633600416553e-01   1.4546566173234043e-01  -1.3705808530567873e-01   1.2838961102376709e-01  -1.1947673982008242e-01   1.1033643785153542e-01  -1.0098610420242385e-01   9.1443537764287403e-02  -8.1726903354705088e-02   7.1854697139532395e-02  -6.1845711424400387e-02   5.1718998882491610e-02  -4.1493836286693300e-02   3.1189687815167448e-02  -2.0826168000179196e-02   1.0423004390721038e-02
  -1.1947673982006524e-01   2.3690919949659714e-01  -2.3081133726603664e-01   2.2076422906186233e-01  -2.0693978369103333e-01   1.8957454124670503e-01  -1.6896562584165462e-01   1.4546566173233202e-01  -1.1947673982006971e-01   9.1443537764275121e-02  -6.1845711424396904e-02   3.1189687815178280e-02  -2.7811086766860171e-14  -3.1189687815122810e-02   6.1845711424341178e-02  -9.1443537764218569e-02   1.1947673982000981e-01  -1.4546566173226927e-01   1.6896562584158653e-01  -1.8957454124663323e-01   2.0693978369095725e-01  -2.2076422906178156e-01   2.3081133726595304e-01  -2.3690919949651118e-01   2.3895347964004574e-01  -2.3690919949651951e-01   2.3081133726596764e-01  -2.2076422906180304e-01   2.0693978369098232e-01  -1.8957454124666140e-01   1.6896562584161673e-01  -1.4546566173229933e-01   1.1947673982003970e-01  -9.1443537764248434e-02   6.1845711424371230e-02  -3.1189687815152037e-02
   1.1947673982002946e-01  -2.3328932806000430e-01   2.1656539933729071e-01  -1.8957454124665807e-01   1.5359633600412043e-01  -1.1033643785148918e-01   6.1845711424371445e-02  -1.0423004390719123e-02  -4.1493836286666780e-02   9.1443537764244173e-02  -1.3705808530563762e-01   1.7617498509054924e-01  -2.0693978369099542e-01   2.2789398397301480e-01  -2.3804418950802056e-01   2.3690919949654843e-01  -2.2454282152889951e-01   2.0153132067566787e-01  -1.6896562584162364e-01   1.2838961102372737e-01  -8.1726903354669755e-02   3.1189687815154590e-02   2.0826168000164014e-02  -7.1854697139490845e-02   1.1947673982003156e-01  -1.6143463092051683e-01   1.9573923133712920e-01  -2.2076422906181198e-01   2.3532323935878574e-01  -2.3872604887520985e-01   2.3081133726598446e-01  -2.1195432506637640e-01   1.8304898524222182e-01  -1.4546566173229758e-01   1.0098610420237923e-01  -5.1718998882463736e-02
   1.1947673982001877e-01  -2.2789398397297675e-01   1.9573923133711105e-01  -1.4546566173228434e-01   8.1726903354661096e-02  -1.0423004390717826e-02  -6.1845711424362244e-02   1.2838961102371391e-01  -1.8304898524221569e-01   2.2076422906181353e-01  -2.3804418950801956e-01   2.3328932806003033e-01  -2.0693978369101043e-01   1.6143463092054466e-01  -1.0098610420240231e-01   3.1189687815170307e-02   4.1493836286654956e-02  -1.1033643785147837e-01   1.6896562584161004e-01  -2.1195432506637285e-01   2.3532323935878979e-01  -2.3690919949654637e-01   2.1656539933731131e-01  -1.7617498509055912e-01   1.1947673982005391e-01  -5.1718998882482735e-02  -2.0826168000149980e-02   9.1443537764228949e-02  -1.5359633600411185e-01   2.0153132067565444e-01  -2.3081133726598377e-01   2.3872604887521265e-01  -2.2454282152889538e-01   1.8957454124666950e-01  -1.3705808530563879e-01   7.1854697139498408e-02
   1.1947673982004055e-01  -2.2076422906182325e-01   1.6896562584162136e-01  -9.1443537764245103e-02  -1.7624790515924360e-15   9.1443537764248961e-02  -1.6896562584162458e-01   2.2076422906182722e-01  -2.3895347964008751e-01   2.2076422906183157e-01  -1.6896562584163335e-01   9.1443537764262062e-02  -1.9623191960249642e-14  -9.1443537764223246e-02   1.6896562584159636e-01  -2.2076422906179860e-01   2.3895347964006081e-01  -2.2076422906181095e-01   1.6896562584161925e-01  -9.1443537764252791e-02   1.2712053631958042e-14   9.1443537764230531e-02  -1.6896562584160579e-01   2.2076422906181020e-01  -2.3895347964007496e-01   2.2076422906182488e-01  -1.6896562584163041e-01   9.1443537764260674e-02  -1.5584755708175635e-14  -9.1443537764231156e-02   1.6896562584160646e-01  -2.2076422906180859e-01   2.3895347964006811e-01  -2.2076422906181364e-01   1.6896562584161559e-01  -9.1443537764244270e-02
  -1.1947673982003307e-01   2.1195432506637171e-01  -1.3705808530563443e-01   3.1189687815153633e-02   8.1726903354657182e-02  -1.7617498509053539e-01   2.3081133726597780e-01  -2.3328932806001595e-01   1.8304898524223029e-01  -9.1443537764262561e-02  -2.0826168000143447e-02   1.2838961102369689e-01  -2.0693978369097027e-01   2.3872604887519963e-01  -2.1656539933729810e-01   1.4546566173230102e-01  -4.1493836286679533e-02  -7.1854697139484766e-02   1.6896562584160724e-01  -2.2789398397300450e-01   2.3532323935879176e-01  -1.8957454124667597e-01   1.0098610420239282e-01   1.0423004390704031e-02  -1.1947673982003143e-01   2.0153132067566346e-01  -2.3804418950802361e-01   2.2076422906182769e-01  -1.5359633600413419e-01   5.1718998882470675e-02   6.1845711424365957e-02  -1.6143463092052432e-01   2.2454282152889912e-01  -2.3690919949655137e-01   1.9573923133714247e-01  -1.1033643785149448e-01
  -1.1947673982003872e-01   2.0153132067566690e-01  -1.0098610420238510e-01  -3.1189687815144709e-02   1.5359633600411973e-01  -2.2789398397300939e-01   2.3081133726599298e-01  -1.6143463092053587e-01   4.1493836286688401e-02   9.1443537764228422e-02  -1.9573923133712462e-01   2.3872604887521143e-01  -2.0693978369099914e-01   1.1033643785150217e-01   2.0826168000154688e-02  -1.4546566173228770e-01   2.2454282152889235e-01  -2.3328932806002656e-01   1.6896562584163330e-01  -5.1718998882481763e-02  -8.1726903354652394e-02   1.8957454124666151e-01  -2.3804418950802064e-01   2.1195432506639034e-01  -1.1947673982005491e-01  -1.0423004390696534e-02   1.3705808530561919e-01  -2.2076422906180504e-01   2.3532323935878402e-01  -1.7617498509054816e-01   6.1845711424377815e-02   7.1854697139482268e-02  -1.8304898524220670e-01   2.3690919949652794e-01  -2.1656539933729144e-01   1.2838961102371638e-01
  -1.1947673982003526e-01   1.8957454124666528e-01  -6.1845711424372882e-02  -9.1443537764237082e-02   2.0693978369098565e-01  -2.3690919949654313e-01   1.6896562584162572e-01  -3.1189687815162098e-02  -1.1947673982002543e-01   2.2076422906181109e-01  -2.3081133726598893e-01   1.4546566173230718e-01  -1.3711254354120683e-14  -1.4546566173228609e-01   2.3081133726598396e-01  -2.2076422906182486e-01   1.1947673982005141e-01   3.1189687815134925e-02  -1.6896562584160840e-01   2.3690919949654163e-01  -2.0693978369099830e-01   9.1443537764256205e-02   6.1845711424356867e-02  -1.8957454124665718e-01   2.3895347964006941e-01  -1.8957454124666703e-01   6.1845711424372382e-02   9.1443537764239649e-02  -2.0693978369098759e-01   2.3690919949654160e-01  -1.6896562584161987e-01   3.1189687815153834e-02   1.1947673982003433e-01  -2.2076422906181611e-01   2.3081133726598715e-01  -1.4546566173229852e-01
   1.1947673982004164e-01  -1.7617498509055424e-01   2.0826168000171740e-02   1.4546566173230044e-01  -2.3532323935879884e-01   2.0153132067567331e-01  -6.1845711424376427e-02  -1.1033643785149069e-01   2.2454282152890170e-01  -2.2076422906182694e-01   1.0098610420238632e-01   7.1854697139496215e-02  -2.0693978369099594e-01   2.3328932806002389e-01  -1.3705808530563790e-01  -3.1189687815151485e-02   1.8304898524222329e-01  -2.3872604887521154e-01   1.6896562584161479e-01  -1.0423004390713420e-02  -1.5359633600412220e-01   2.3690919949653633e-01  -1.9573923133712823e-01   5.1718998882461828e-02   1.1947673982003143e-01  -2.2789398397299998e-01   2.1656539933729357e-01  -9.1443537764241009e-02  -8.1726903354662123e-02   2.1195432506636799e-01  -2.3081133726597580e-01   1.2838961102371416e-01   4.1493836286672602e-02  -1.8957454124666226e-01   2.3804418950800857e-01  -1.6143463092051683e-01
   1.1947673982003645e-01  -1.6143463092052054e-01  -2.0826168000169586e-02   1.8957454124666637e-01  -2.3532323935878741e-01   1.2838961102371715e-01   6.1845711424373458e-02  -2.1195432506637715e-01   2.2454282152888685e-01  -9.1443537764237484e-02  -1.0098610420238284e-01   2.2789398397300559e-01  -2.0693978369098312e-01   5.1718998882455999e-02   1.3705808530563859e-01  -2.3690919949653888e-01   1.8304898524221475e-01  -1.0423004390708503e-02  -1.6896562584161856e-01   2.3872604887520629e-01  -1.5359633600411590e-01  -3.1189687815157470e-02   1.9573923133713708e-01  -2.3328932806001734e-01   1.1947673982003347e-01   7.1854697139501378e-02  -2.1656539933730690e-01   2.2076422906181747e-01  -8.1726903354662386e-02  -1.1033643785149538e-01   2.3081133726599182e-01  -2.0153132067566457e-01   4.1493836286668744e-02   1.4546566173230377e-01  -2.3804418950802272e-01   1.7617498509055055e-01
